CustomerID,SignupDate,Gender,Age,State,AcquisitionChannel,CampaignName,IsFirstTimeBorrower,ProductUsed,TimeToFirstLoan,TimeOnPlatform,AppDownloads,ReferralCount,LifetimeLoanCount,TotalBorrowedAmount,HasActiveLoan,IsChurned,LastActivityDate,SatisfactionScore,CSATComment,CampaignCostPerUser,ConversionRate,SourceMedium,RevenueGenerated
C1953,2023-05-02,Male,39,Abuja,Referral,XmasPush,1,CashLoan,44,479,3,3,2,134476,0,0,2023-06-30,4.4,,473.2,0.55,referral/email,50927.31
C1954,2023-02-24,Male,43,Abuja,Referral,,0,WalletOnly,9,103,2,7,6,552828,0,1,2023-03-18,2.8,,43.76,0.63,facebook/cpc,299211.78
C1955,2023-10-10,Male,37,Kano,Partner,NewYearBoost,0,POSLoan,,302,1,6,3,137209,1,1,2024-04-18,3.8,Needs improvement,401.82,0.76,referral/email,95282.26
C1956,2023-07-04,Female,37,Port Harcourt,Organic,LoanBlitz,1,WalletOnly,,463,5,0,11,385505,0,1,2024-01-17,1.5,Loved it,29.56,0.55,google/cpc,82500.99
C1957,2023-09-30,Male,35,Ibadan,Referral,XmasPush,0,BNPL,12,272,0,1,7,1154536,1,1,2024-03-03,4.6,Too many ads,392.3,0.63,google/cpc,38911.2
C1958,2024-03-15,Female,25,Lagos,PaidAds,LoanBlitz,0,WalletOnly,,475,0,6,11,777284,0,1,2023-07-23,4.2,,49.46,0.26,referral/email,10854.98
C1959,2024-02-26,Male,42,Lagos,Organic,,1,CashLoan,33,103,4,1,10,784339,1,0,2023-08-16,3.5,Loved it,404.2,0.26,organic/search,71629.23
C1960,2024-03-16,Male,38,Lagos,Partner,XmasPush,0,POSLoan,,414,0,2,4,861078,1,1,2024-05-16,3.1,Not intuitive,187.96,0.83,facebook/cpc,215159.25
C1961,2023-11-25,Female,44,Kano,Partner,NewYearBoost,1,WalletOnly,56,94,0,3,10,1067967,1,1,2023-12-01,1.6,Needs improvement,409.41,0.81,referral/email,245141.43
C1962,2023-03-02,Female,58,Abuja,Referral,LoanBlitz,0,BNPL,,81,4,9,3,757194,0,0,2024-05-18,1.3,,450.65,0.5,partner/direct,7673.94
C1963,2024-05-29,Male,29,Port Harcourt,Partner,BackToSchool,1,BNPL,,186,0,5,11,389113,0,0,2024-05-18,1.4,Too many ads,213.79,0.41,partner/direct,143784.47
C1964,2023-10-20,Male,35,Lagos,USSD,NewYearBoost,0,WalletOnly,4,237,5,1,3,393093,0,0,2023-01-02,3.2,Not intuitive,268.3,0.18,partner/direct,295814.49
C1965,2023-02-24,Female,44,Lagos,Partner,,0,POSLoan,12,442,5,2,4,1079554,0,1,2023-11-16,3.0,Great service,426.6,0.52,facebook/cpc,207349.76
C1966,2024-03-24,Male,39,Abuja,Organic,,1,CashLoan,,289,0,9,10,461266,0,0,2024-03-14,4.6,Not intuitive,30.69,0.48,facebook/cpc,51579.41
C1967,2023-08-05,Female,60,Abuja,USSD,XmasPush,1,WalletOnly,,217,4,3,12,194394,0,0,2023-02-27,1.3,,268.34,0.61,google/cpc,128723.71
C1968,2024-04-06,Male,40,Port Harcourt,PaidAds,BackToSchool,1,CashLoan,9,397,2,5,0,220416,1,1,2023-05-09,3.2,Not intuitive,394.44,0.68,organic/search,241658.28
C1969,2024-02-11,Female,27,Abuja,Partner,,0,POSLoan,,276,0,10,1,630173,1,0,2024-01-18,1.2,Great service,388.78,0.57,facebook/cpc,54564.2
C1970,2023-01-04,Female,24,Kano,PaidAds,BackToSchool,1,CashLoan,,192,5,10,6,164715,1,0,2024-04-06,1.9,Loved it,254.68,0.35,referral/email,81098.08
C1971,2023-08-30,Male,45,Kano,Organic,BackToSchool,1,WalletOnly,14,232,0,3,9,71107,0,1,2023-06-17,3.2,Needs improvement,93.22,0.54,referral/email,236885.64
C1972,2023-08-12,Male,23,Abuja,Partner,LoanBlitz,0,BNPL,,439,3,4,6,309684,0,1,2023-03-19,3.6,,476.72,0.27,facebook/cpc,288614.41
C1973,2023-11-29,Female,53,Ibadan,Partner,BackToSchool,1,BNPL,13,500,1,5,4,37487,1,0,2023-01-28,3.1,,125.66,0.83,google/cpc,145898.35
C1974,2023-08-27,Female,43,Port Harcourt,PaidAds,LoanBlitz,0,CashLoan,,398,2,8,5,1496040,1,0,2024-04-06,2.1,,173.31,0.64,partner/direct,134811.82
C1975,2024-03-27,Male,35,Port Harcourt,Organic,,1,WalletOnly,,366,1,9,4,1182207,0,1,2024-05-28,4.0,Too many ads,6.54,0.22,referral/email,99463.77
C1976,2023-06-14,Male,47,Lagos,Referral,BackToSchool,1,POSLoan,,94,0,4,1,317993,1,1,2023-01-22,3.9,,348.81,0.33,referral/email,71696.05
C1977,2023-04-08,Female,53,Kano,Organic,XmasPush,0,BNPL,7,346,3,9,9,156801,0,0,2024-04-15,2.7,Great service,343.14,0.74,google/cpc,176764.05
C1978,2023-04-26,Female,50,Lagos,Referral,,1,POSLoan,,108,5,4,10,151654,0,1,2023-11-15,2.0,Too many ads,102.0,0.33,organic/search,123045.43
C1979,2023-01-24,Male,42,Kano,Organic,LoanBlitz,1,WalletOnly,,38,1,0,10,909574,0,0,2023-09-13,1.5,,157.62,0.67,organic/search,149754.04
C1980,2024-04-07,Male,43,Ibadan,Organic,BackToSchool,0,CashLoan,3,127,4,3,8,979533,1,1,2023-02-16,3.7,,121.44,0.77,partner/direct,279139.64
C1981,2023-06-03,Female,20,Kano,PaidAds,LoanBlitz,0,CashLoan,2,306,0,10,8,190019,1,1,2024-01-23,4.5,Too many ads,80.8,0.22,facebook/cpc,298798.86
C1982,2023-05-29,Female,41,Kano,Referral,NewYearBoost,1,BNPL,39,316,1,3,7,900627,0,1,2024-03-07,3.4,Great service,110.09,0.86,google/cpc,204209.36
C1983,2024-03-15,Female,28,Port Harcourt,PaidAds,XmasPush,1,WalletOnly,41,183,3,4,10,1188276,1,0,2023-06-05,1.9,Not intuitive,167.3,0.88,google/cpc,223665.73
C1984,2023-09-03,Male,38,Ibadan,Partner,NewYearBoost,0,CashLoan,,372,1,2,4,383282,0,1,2023-06-30,4.7,Needs improvement,432.05,0.89,facebook/cpc,269640.75
C1985,2023-03-11,Male,48,Lagos,PaidAds,NewYearBoost,1,WalletOnly,20,339,0,3,2,576361,0,0,2023-12-04,3.4,Great service,69.17,0.64,referral/email,286904.64
C1986,2023-11-06,Female,47,Ibadan,Referral,BackToSchool,0,WalletOnly,,41,1,5,2,593223,1,0,2023-03-07,3.8,,354.26,0.6,referral/email,110457.24
C1987,2024-05-16,Male,22,Abuja,USSD,BackToSchool,0,POSLoan,17,43,1,5,5,790784,0,1,2023-12-14,3.2,Great service,449.45,0.49,facebook/cpc,197583.44
C1988,2023-01-09,Female,20,Kano,Referral,BackToSchool,0,BNPL,,148,5,8,11,56024,0,1,2023-10-28,4.3,,490.56,0.85,facebook/cpc,290408.53
C1989,2023-06-11,Male,52,Lagos,Organic,LoanBlitz,0,CashLoan,34,363,5,5,12,501915,0,0,2024-06-21,2.0,Too many ads,249.13,0.17,referral/email,25915.86
C1990,2023-09-02,Female,46,Ibadan,Partner,BackToSchool,1,WalletOnly,,130,2,6,4,1109882,1,0,2023-12-03,3.6,Loved it,20.11,0.55,partner/direct,156271.85
C1991,2024-02-09,Female,26,Ibadan,PaidAds,LoanBlitz,1,WalletOnly,28,308,0,1,10,660096,0,0,2024-02-07,2.7,Too many ads,282.47,0.37,partner/direct,132432.27
C1992,2024-05-14,Female,29,Lagos,USSD,XmasPush,1,POSLoan,,236,5,10,12,1360426,0,0,2024-04-28,2.6,,182.34,0.7,google/cpc,225089.91
C1993,2023-07-18,Female,50,Ibadan,Referral,BackToSchool,0,CashLoan,13,104,0,10,10,605319,1,0,2023-09-27,4.4,,441.09,0.06,referral/email,138921.99
C1994,2023-12-19,Female,39,Kano,PaidAds,,1,POSLoan,1,230,3,8,12,747659,1,0,2023-05-16,4.9,Needs improvement,472.91,0.85,organic/search,116329.2
C1995,2023-05-28,Male,34,Ibadan,Partner,LoanBlitz,1,CashLoan,30,211,5,4,4,729359,0,0,2023-10-28,3.3,Too many ads,5.76,0.34,organic/search,98185.19
C1996,2023-03-28,Female,18,Lagos,Partner,XmasPush,0,POSLoan,51,219,5,5,1,377272,1,0,2023-03-09,3.0,,142.66,0.4,referral/email,279974.85
C1997,2023-06-18,Female,37,Port Harcourt,Organic,XmasPush,0,POSLoan,,26,0,0,3,544201,1,1,2023-02-14,2.1,Needs improvement,113.76,0.86,google/cpc,225769.19
C1998,2024-05-08,Male,34,Kano,PaidAds,XmasPush,1,WalletOnly,,396,4,3,10,410112,0,1,2023-02-11,3.3,Too many ads,216.44,0.6,referral/email,190637.79
C1999,2023-08-26,Female,21,Abuja,Organic,BackToSchool,1,BNPL,35,404,3,9,4,580425,0,1,2023-04-07,3.1,Great service,498.79,0.64,facebook/cpc,45594.3
C2000,2024-02-07,Female,27,Port Harcourt,USSD,BackToSchool,0,POSLoan,,190,1,5,6,1198779,1,1,2023-09-12,2.1,,274.63,0.51,partner/direct,213652.84
C2001,2023-07-28,Female,19,Port Harcourt,Partner,BackToSchool,0,POSLoan,10,42,0,5,2,589728,0,0,2023-01-19,4.2,Loved it,273.91,0.18,organic/search,88777.52
C2002,2024-03-13,Female,59,Port Harcourt,PaidAds,LoanBlitz,1,BNPL,,233,2,0,9,1237741,0,1,2024-02-04,4.8,Too many ads,493.66,0.63,referral/email,276334.49
C2003,2023-10-29,Male,26,Abuja,PaidAds,LoanBlitz,1,BNPL,,464,3,1,10,1438020,1,0,2024-06-05,2.7,Not intuitive,244.04,0.58,facebook/cpc,108205.26
C2004,2023-02-15,Female,56,Lagos,PaidAds,LoanBlitz,1,CashLoan,,226,3,7,11,224223,0,0,2023-05-15,4.1,Loved it,257.8,0.25,referral/email,128875.77
C2005,2023-04-15,Female,44,Kano,Partner,,1,CashLoan,,57,4,2,2,1388034,1,0,2024-01-14,1.4,,144.86,0.18,referral/email,78961.52
C2006,2023-07-16,Female,25,Ibadan,Partner,NewYearBoost,1,POSLoan,,467,4,4,10,392203,1,0,2024-04-29,3.0,Too many ads,451.85,0.85,facebook/cpc,120286.09
C2007,2023-03-30,Male,34,Ibadan,Referral,LoanBlitz,0,CashLoan,31,432,1,9,5,1071616,0,1,2023-07-07,3.0,Needs improvement,312.57,0.13,partner/direct,299625.45
C2008,2023-10-25,Female,38,Abuja,USSD,LoanBlitz,0,CashLoan,35,39,2,2,1,367274,0,0,2023-07-02,3.6,Needs improvement,82.9,0.66,google/cpc,279402.42
C2009,2023-06-16,Female,41,Lagos,PaidAds,,1,CashLoan,,268,1,8,9,252232,1,0,2023-05-25,2.7,,81.13,0.2,google/cpc,257360.06
C2010,2023-11-17,Male,41,Lagos,Referral,,1,BNPL,25,262,5,7,4,1333031,0,0,2024-03-18,1.5,Too many ads,66.22,0.36,referral/email,114329.37
C2011,2023-07-09,Female,20,Port Harcourt,Partner,,0,BNPL,,271,5,1,11,1280686,0,1,2023-06-09,2.7,,390.46,0.5,facebook/cpc,180886.49
C2012,2023-06-08,Female,21,Abuja,Organic,LoanBlitz,1,POSLoan,6,373,3,8,1,155178,0,1,2023-10-30,4.7,Needs improvement,353.11,0.43,partner/direct,102550.44
C2013,2023-05-27,Female,34,Port Harcourt,Organic,LoanBlitz,0,WalletOnly,7,46,3,2,0,1210447,1,1,2023-03-13,4.6,Loved it,289.67,0.05,facebook/cpc,287243.9
C2014,2023-09-03,Male,28,Ibadan,Organic,LoanBlitz,1,POSLoan,0,62,2,9,2,525501,1,0,2023-06-22,4.0,Great service,208.67,0.65,referral/email,32294.7
C2015,2023-02-18,Female,38,Abuja,Referral,,0,POSLoan,,323,1,3,4,150653,0,1,2024-06-28,3.2,,10.06,0.18,referral/email,176594.38
C2016,2023-12-17,Male,38,Lagos,Partner,NewYearBoost,0,WalletOnly,49,55,2,2,6,599815,0,1,2024-04-16,4.8,Needs improvement,150.69,0.76,referral/email,103992.74
C2017,2023-04-02,Female,53,Lagos,Referral,LoanBlitz,0,POSLoan,,412,5,6,0,71885,0,1,2024-06-20,1.1,Not intuitive,129.67,0.4,organic/search,89311.16
C2018,2023-06-27,Female,29,Kano,PaidAds,NewYearBoost,0,POSLoan,,344,1,0,6,883582,1,0,2023-06-22,1.2,Great service,198.35,0.28,referral/email,154247.17
C2019,2023-09-12,Male,21,Lagos,Organic,BackToSchool,0,POSLoan,,176,5,8,11,1024991,1,1,2024-01-11,3.5,,307.35,0.53,google/cpc,90706.14
C2020,2023-08-26,Female,39,Ibadan,Partner,XmasPush,0,BNPL,26,58,5,4,8,963386,1,1,2023-08-23,4.4,,174.91,0.17,google/cpc,199703.39
C2021,2024-04-05,Female,48,Port Harcourt,Referral,XmasPush,0,BNPL,,494,3,1,6,12879,1,1,2023-09-30,3.6,Not intuitive,47.3,0.78,referral/email,85996.67
C2022,2024-04-09,Male,31,Port Harcourt,Partner,BackToSchool,1,CashLoan,52,361,4,5,5,713095,1,0,2023-10-19,2.8,,28.17,0.88,referral/email,158606.46
C2023,2024-05-28,Male,29,Kano,Partner,LoanBlitz,1,WalletOnly,7,137,3,5,11,773481,0,1,2023-07-04,3.3,Needs improvement,461.88,0.43,organic/search,65012.05
C2024,2023-09-23,Female,33,Abuja,Organic,BackToSchool,0,BNPL,55,285,5,0,2,794121,1,1,2024-06-21,2.1,Not intuitive,210.31,0.47,organic/search,124633.8
C2025,2023-10-28,Male,40,Abuja,Partner,,1,POSLoan,,269,2,10,0,473423,0,1,2024-01-30,1.8,Not intuitive,481.18,0.61,facebook/cpc,188773.53
C2026,2024-01-31,Male,42,Ibadan,USSD,NewYearBoost,1,CashLoan,58,473,1,0,6,755944,1,0,2023-11-23,3.8,Needs improvement,90.66,0.26,partner/direct,60057.51
C2027,2024-05-30,Female,19,Lagos,USSD,BackToSchool,0,BNPL,45,364,0,5,2,815248,1,1,2023-02-20,1.2,,469.68,0.56,google/cpc,177546.0
C2028,2023-02-09,Female,29,Ibadan,USSD,,0,CashLoan,20,35,4,0,0,1414450,0,0,2023-07-29,3.1,Too many ads,176.89,0.28,partner/direct,64406.27
C2029,2023-06-17,Male,19,Ibadan,Organic,BackToSchool,1,BNPL,31,251,0,9,2,535969,1,1,2024-04-12,2.2,,240.98,0.37,google/cpc,59906.31
C2030,2023-05-25,Male,50,Lagos,PaidAds,XmasPush,1,POSLoan,46,251,1,6,1,1159614,0,1,2023-08-08,2.3,Great service,245.59,0.84,facebook/cpc,131758.08
C2031,2023-12-05,Male,38,Abuja,Referral,LoanBlitz,0,WalletOnly,,38,4,8,1,1255721,0,1,2024-02-23,1.4,Loved it,326.89,0.43,referral/email,195269.48
C2032,2023-08-21,Male,26,Kano,PaidAds,,0,CashLoan,,312,3,0,8,582925,0,0,2023-11-12,4.3,Not intuitive,9.49,0.21,facebook/cpc,116776.98
C2033,2023-11-03,Female,25,Abuja,USSD,LoanBlitz,1,BNPL,,358,2,0,4,731603,1,0,2023-05-31,4.3,Not intuitive,265.48,0.51,organic/search,47622.92
C2034,2024-01-01,Male,44,Lagos,Organic,BackToSchool,1,CashLoan,,66,1,6,5,444962,0,1,2023-04-17,3.1,Too many ads,407.1,0.62,facebook/cpc,295079.99
C2035,2023-01-19,Female,20,Port Harcourt,PaidAds,XmasPush,1,POSLoan,7,46,2,10,9,1487478,1,1,2024-01-29,4.7,Great service,26.55,0.32,referral/email,216383.64
C2036,2023-04-18,Female,22,Kano,PaidAds,NewYearBoost,0,CashLoan,,376,1,2,9,838207,0,1,2023-12-22,1.7,,198.28,0.56,partner/direct,180955.17
C2037,2023-11-10,Male,54,Ibadan,PaidAds,NewYearBoost,1,BNPL,43,461,5,6,4,818928,0,0,2023-11-29,2.4,Great service,235.62,0.67,google/cpc,70578.92
C2038,2023-05-18,Female,56,Port Harcourt,Organic,NewYearBoost,0,BNPL,48,205,4,4,0,20226,0,0,2023-10-10,1.1,Not intuitive,203.61,0.48,facebook/cpc,152252.83
C2039,2023-06-04,Female,19,Lagos,Organic,XmasPush,0,WalletOnly,48,357,3,2,12,1018998,0,0,2023-10-22,1.8,,59.05,0.67,organic/search,75860.84
C2040,2023-09-05,Male,32,Lagos,PaidAds,,1,CashLoan,28,498,0,6,0,767475,1,1,2023-12-28,3.1,Not intuitive,308.61,0.35,partner/direct,37322.63
C2041,2023-11-01,Female,37,Abuja,Referral,LoanBlitz,0,CashLoan,,355,2,9,0,372699,0,1,2023-05-22,2.9,Needs improvement,115.84,0.7,organic/search,14742.21
C2042,2024-01-02,Male,59,Lagos,PaidAds,BackToSchool,0,WalletOnly,19,99,5,10,5,1041825,1,1,2023-11-04,1.5,Great service,381.44,0.55,organic/search,3617.73
C2043,2023-03-28,Male,18,Abuja,USSD,XmasPush,0,CashLoan,30,351,0,4,12,630421,0,1,2023-09-25,4.4,,207.38,0.32,google/cpc,76850.08
C2044,2023-03-12,Male,47,Kano,USSD,,1,POSLoan,56,46,5,2,1,1327427,1,0,2024-05-27,1.3,,475.35,0.8,partner/direct,5041.23
C2045,2023-07-30,Female,49,Abuja,USSD,BackToSchool,0,CashLoan,,50,1,4,12,728898,0,0,2023-06-23,1.5,Needs improvement,255.38,0.47,facebook/cpc,298406.61
C2046,2023-11-18,Female,20,Port Harcourt,Referral,BackToSchool,0,BNPL,41,194,3,1,7,215061,1,0,2023-02-05,1.3,,369.9,0.54,google/cpc,29556.03
C2047,2023-08-09,Male,35,Kano,Partner,XmasPush,1,CashLoan,31,384,2,10,9,98930,0,1,2023-08-21,2.7,Too many ads,416.15,0.18,facebook/cpc,155484.72
C2048,2023-04-20,Male,58,Ibadan,Organic,BackToSchool,1,BNPL,,110,2,6,12,515122,1,1,2023-02-15,1.6,,491.35,0.73,organic/search,144732.83
C2049,2023-01-02,Female,45,Abuja,Referral,,0,WalletOnly,59,97,3,1,8,1457271,1,0,2023-03-17,1.9,Great service,217.04,0.2,partner/direct,290058.88
C2050,2023-11-04,Male,28,Port Harcourt,Partner,NewYearBoost,0,WalletOnly,57,126,2,0,3,720451,1,0,2023-11-14,2.9,Great service,368.44,0.78,organic/search,196469.05
C2051,2023-04-11,Female,36,Port Harcourt,Partner,BackToSchool,1,POSLoan,13,463,2,1,10,1030245,0,0,2024-01-22,2.4,,242.62,0.45,facebook/cpc,1143.01
C2052,2023-01-14,Female,24,Port Harcourt,Referral,,0,POSLoan,9,344,4,6,10,936862,1,0,2023-10-14,4.8,Needs improvement,17.1,0.1,organic/search,120272.95
C2053,2023-03-06,Female,38,Lagos,Partner,BackToSchool,1,CashLoan,,299,1,5,9,781708,1,0,2023-07-18,4.4,,21.69,0.74,partner/direct,214001.98
C2054,2024-03-28,Female,33,Abuja,Organic,,1,POSLoan,,408,5,0,10,1031890,1,0,2023-12-08,1.4,,345.88,0.37,facebook/cpc,76907.0
C2055,2023-05-13,Male,49,Abuja,Referral,,0,CashLoan,,390,2,3,5,406562,1,1,2024-05-09,3.8,Not intuitive,337.02,0.36,google/cpc,272380.05
C2056,2023-05-03,Male,35,Lagos,Referral,BackToSchool,1,CashLoan,,242,5,5,3,110232,1,1,2023-05-04,2.5,,136.74,0.19,google/cpc,296879.43
C2057,2023-04-17,Female,34,Kano,USSD,,1,POSLoan,7,498,4,1,0,663134,1,0,2023-06-09,1.0,Needs improvement,60.42,0.09,facebook/cpc,278161.37
C2058,2023-06-11,Female,47,Port Harcourt,USSD,LoanBlitz,1,BNPL,,279,4,4,6,205618,0,0,2024-01-04,3.1,Too many ads,409.9,0.32,facebook/cpc,112898.57
C2059,2023-02-08,Female,59,Port Harcourt,USSD,BackToSchool,1,BNPL,50,25,2,1,7,347071,1,0,2023-03-06,1.3,,111.53,0.06,google/cpc,1169.66
C2060,2023-07-06,Female,28,Ibadan,Referral,NewYearBoost,1,POSLoan,,351,2,1,12,531565,1,0,2023-06-23,4.8,Not intuitive,434.27,0.35,organic/search,62697.36
C2061,2023-01-11,Female,57,Abuja,PaidAds,XmasPush,0,POSLoan,48,250,0,5,4,860457,1,1,2023-06-11,1.7,Loved it,147.51,0.46,google/cpc,118570.12
C2062,2023-09-05,Female,30,Lagos,Referral,XmasPush,0,CashLoan,,248,1,6,11,267369,1,0,2023-11-25,2.9,,376.19,0.51,facebook/cpc,94370.23
C2063,2023-12-18,Female,21,Ibadan,Referral,BackToSchool,0,CashLoan,13,164,3,7,10,297379,0,1,2023-01-26,3.3,Not intuitive,273.53,0.82,partner/direct,253740.32
C2064,2024-02-29,Male,44,Lagos,Organic,LoanBlitz,0,CashLoan,,238,5,0,3,66980,1,0,2023-05-28,1.8,Needs improvement,126.98,0.67,partner/direct,215881.95
C2065,2023-10-15,Male,18,Lagos,Organic,LoanBlitz,1,WalletOnly,,202,4,0,8,59370,0,0,2023-05-20,3.8,Loved it,63.16,0.15,google/cpc,49880.96
C2066,2023-05-08,Male,56,Abuja,PaidAds,,0,WalletOnly,18,158,0,1,1,116023,0,0,2024-05-13,1.8,Not intuitive,489.31,0.72,google/cpc,202730.31
C2067,2023-07-20,Male,59,Port Harcourt,Partner,LoanBlitz,1,CashLoan,,93,5,6,4,1029974,0,1,2023-10-06,3.7,Great service,44.66,0.33,facebook/cpc,14446.41
C2068,2023-02-06,Male,41,Port Harcourt,Organic,NewYearBoost,1,CashLoan,,404,0,5,4,920191,0,1,2023-09-19,1.6,Not intuitive,417.98,0.35,google/cpc,234328.73
C2069,2024-03-19,Female,26,Kano,Referral,BackToSchool,0,WalletOnly,,78,2,9,4,108030,0,0,2024-05-10,3.9,Great service,254.52,0.71,partner/direct,255515.24
C2070,2023-03-02,Male,49,Ibadan,Referral,BackToSchool,1,WalletOnly,,192,3,7,9,557736,1,0,2023-06-20,4.1,Too many ads,172.13,0.32,facebook/cpc,197556.36
C2071,2024-05-20,Male,50,Ibadan,Organic,NewYearBoost,1,CashLoan,15,113,1,9,7,528592,1,1,2024-03-10,4.2,Loved it,263.58,0.85,google/cpc,231734.78
C2072,2024-05-28,Female,53,Port Harcourt,Referral,XmasPush,0,POSLoan,48,360,0,1,12,1019745,1,0,2024-01-18,2.5,Needs improvement,358.01,0.47,google/cpc,144137.0
C2073,2023-02-27,Male,42,Kano,Referral,NewYearBoost,0,POSLoan,3,222,5,6,3,462060,1,0,2023-07-02,2.7,Needs improvement,199.0,0.4,partner/direct,13499.16
C2074,2023-02-06,Female,42,Kano,PaidAds,XmasPush,1,WalletOnly,56,245,3,1,2,510420,0,0,2024-02-02,1.5,Great service,199.05,0.15,referral/email,19929.15
C2075,2024-03-07,Female,20,Ibadan,Referral,NewYearBoost,0,CashLoan,54,487,4,0,5,1473611,0,1,2023-10-28,4.2,Great service,454.22,0.28,facebook/cpc,116179.55
C2076,2023-07-06,Female,23,Kano,Organic,NewYearBoost,0,WalletOnly,15,403,1,0,7,103314,1,1,2024-06-27,2.6,Needs improvement,138.27,0.26,google/cpc,561.48
C2077,2023-01-02,Male,50,Ibadan,USSD,BackToSchool,0,BNPL,39,134,5,9,6,608421,1,0,2023-02-14,4.0,,125.22,0.11,organic/search,273198.64
C2078,2023-12-29,Male,21,Kano,Organic,NewYearBoost,1,CashLoan,20,255,5,2,3,877091,1,1,2023-10-28,2.9,Too many ads,494.92,0.67,google/cpc,65550.39
C2079,2023-12-25,Female,18,Port Harcourt,PaidAds,,1,POSLoan,,33,3,1,6,900273,1,0,2023-09-23,1.3,Not intuitive,446.8,0.52,partner/direct,40458.21
C2080,2023-09-21,Male,55,Port Harcourt,Organic,LoanBlitz,0,WalletOnly,48,259,5,8,5,545963,0,1,2024-01-10,2.2,Too many ads,335.27,0.16,referral/email,32633.21
C2081,2023-03-30,Male,40,Lagos,Referral,,1,WalletOnly,,149,2,1,3,1491364,1,1,2023-11-22,2.2,Not intuitive,105.09,0.5,google/cpc,62978.58
C2082,2023-01-01,Female,31,Ibadan,Organic,BackToSchool,1,POSLoan,39,93,2,6,12,1317872,1,0,2023-03-06,4.4,,25.08,0.78,referral/email,166992.23
C2083,2023-08-03,Male,32,Lagos,Organic,XmasPush,1,POSLoan,11,305,2,8,6,1402138,0,1,2023-09-26,4.2,Great service,296.38,0.44,organic/search,123004.22
C2084,2023-11-12,Male,19,Ibadan,USSD,BackToSchool,1,POSLoan,,395,1,1,7,639494,0,1,2023-10-18,2.3,Great service,38.11,0.31,organic/search,289766.55
C2085,2024-02-15,Female,25,Ibadan,PaidAds,NewYearBoost,0,CashLoan,,325,4,4,10,1490868,0,1,2023-08-04,4.0,Needs improvement,330.04,0.88,partner/direct,249383.44
C2086,2023-04-29,Male,55,Port Harcourt,Referral,BackToSchool,1,WalletOnly,51,455,1,9,5,738719,1,0,2024-01-27,4.0,Not intuitive,330.82,0.82,referral/email,216859.64
C2087,2023-10-16,Male,37,Abuja,Referral,BackToSchool,0,WalletOnly,,65,5,6,5,966851,1,1,2024-02-11,1.2,,284.1,0.24,referral/email,3302.11
C2088,2023-12-23,Male,45,Lagos,USSD,XmasPush,0,CashLoan,,59,5,1,7,1398480,0,0,2023-05-08,2.5,Too many ads,486.02,0.81,partner/direct,291720.79
C2089,2024-03-06,Male,60,Ibadan,Organic,XmasPush,1,POSLoan,,406,4,6,5,746637,0,0,2023-05-07,1.2,Great service,472.5,0.76,partner/direct,105244.58
C2090,2024-04-28,Female,56,Kano,Partner,LoanBlitz,0,WalletOnly,7,366,0,5,11,661571,1,0,2024-01-23,3.2,Loved it,379.5,0.3,google/cpc,242804.45
C2091,2024-04-09,Female,48,Abuja,PaidAds,LoanBlitz,0,BNPL,,225,5,0,10,1347244,1,1,2023-01-24,4.1,Not intuitive,121.32,0.31,referral/email,221742.08
C2092,2024-05-26,Female,40,Ibadan,Organic,NewYearBoost,0,POSLoan,51,309,5,4,12,540709,1,0,2023-02-23,2.2,,252.5,0.35,facebook/cpc,119341.05
C2093,2023-02-02,Female,19,Lagos,PaidAds,LoanBlitz,0,CashLoan,47,137,2,1,0,161678,0,0,2023-07-13,3.2,,325.93,0.31,facebook/cpc,121415.89
C2094,2023-04-07,Female,59,Abuja,Organic,XmasPush,0,BNPL,,461,4,6,4,1384617,0,0,2024-02-22,3.2,Loved it,6.09,0.14,facebook/cpc,240685.19
C2095,2024-04-02,Female,56,Lagos,Partner,BackToSchool,1,POSLoan,,222,3,5,7,802132,0,0,2023-12-23,1.4,Loved it,112.25,0.35,facebook/cpc,291912.94
C2096,2024-04-09,Female,43,Lagos,Referral,BackToSchool,1,CashLoan,,288,1,9,9,1018551,0,1,2023-02-26,3.6,Great service,300.83,0.46,facebook/cpc,58408.46
C2097,2023-07-26,Female,47,Abuja,Referral,NewYearBoost,0,POSLoan,56,372,5,9,11,1121418,0,1,2024-03-21,3.6,Loved it,157.0,0.68,partner/direct,268535.53
C2098,2023-03-09,Male,51,Kano,Referral,,0,CashLoan,,359,1,8,1,11476,1,1,2023-01-18,1.1,Too many ads,274.91,0.36,partner/direct,94263.19
C2099,2023-06-11,Female,45,Ibadan,Organic,LoanBlitz,1,CashLoan,52,327,0,10,7,1348984,1,1,2024-03-18,3.6,Loved it,416.41,0.73,facebook/cpc,118524.46
C2100,2023-12-10,Female,55,Lagos,Partner,XmasPush,1,POSLoan,28,469,3,2,9,175417,1,0,2024-05-27,4.8,,142.99,0.38,facebook/cpc,253424.82
C2101,2024-04-16,Female,48,Abuja,Partner,XmasPush,0,WalletOnly,,30,1,4,11,1027858,1,0,2023-08-21,1.1,,348.95,0.5,google/cpc,256131.25
C2102,2024-01-31,Female,27,Kano,Organic,XmasPush,1,WalletOnly,,472,1,5,10,493506,1,1,2023-05-08,2.7,Great service,343.47,0.7,referral/email,135699.18
C2103,2023-05-22,Female,53,Lagos,Organic,,0,CashLoan,23,140,1,7,12,925694,0,0,2023-11-15,3.5,,32.6,0.7,organic/search,165356.24
